sentence,group,step,stl_formula,label,cosine_sim,,
"While specific IgG were never detected in fatally-infected patients, high levels of Ebola virus-specific IgG were found in survivors as soon as the symptoms appeared.",0,consolidated,"eventually[0,inf](igg(t) > c(high))",1,0.422388,,
"While specific IgG were never detected in fatally-infected patients, high levels of Ebola virus-specific IgG were found in survivors as soon as the symptoms appeared.",0,consolidated,"globally[0,inf](igg(t)<c(low))",1,0.400506,,
"While specific IgG were never detected in fatally-infected patients, high levels of Ebola virus-specific IgG were found in survivors as soon as the symptoms appeared.",0,consolidated,"globally[0,inf](igg(t) = c(low))",1,0.397389,,
"While specific IgG were never detected in fatally-infected patients, high levels of Ebola virus-specific IgG were found in survivors as soon as the symptoms appeared.",0,consolidated,"eventually[0,inf](igg(t) = c(high))",1,0.431345,,
"IFNα, IL-12 and IL-8 were undetectable in all the plasma samples tested.",2,raw,ifnα(t)=c(low) and il12(t)=c(low) and il8(t)=c(low),,0.75869,,
"IFNα, IL-12 and IL-8 were undetectable in all the plasma samples tested.",2,raw,ifnα(t) < c(low) and il12(t) < c(low) and il8(t) < c(low),,0.751632,,
"IFNα, IL-12 and IL-8 were undetectable in all the plasma samples tested.",2,raw,ifnα(t) < c(low) and il12(t) < c(low) and il8(t) < c(low),,0.751632,,
"IFNα, IL-12 and IL-8 were undetectable in all the plasma samples tested.",2,raw,ifnα(t) = c(low) and il12(t) = c(low) and il8(t) = c(low),,0.75869,,
"IFNα, IL-12 and IL-8 were undetectable in all the plasma samples tested.",2,raw,ifnα(t) < c(low) and il12(t) < c(low) and il8(t) < c(low),,0.751632,,
"IFNα, IL-12 and IL-8 were undetectable in all the plasma samples tested.",2,filtered,ifnα(t)=c(low) and il12(t)=c(low) and il8(t)=c(low),1,0.75869,,
"IFNα, IL-12 and IL-8 were undetectable in all the plasma samples tested.",2,filtered,ifnα(t) = c(low) and il12(t) = c(low) and il8(t) = c(low),1,0.75869,,
"IFNα, IL-12 and IL-8 were undetectable in all the plasma samples tested.",2,consolidated,ifnα(t) = c(low),1,0.564081,,
"IFNα, IL-12 and IL-8 were undetectable in all the plasma samples tested.",2,consolidated,il12(t) = c(low),1,0.459001,,
"IFNα, IL-12 and IL-8 were undetectable in all the plasma samples tested.",2,consolidated,il8(t) = c(low),1,0.493514,,
"Finally, IL-10 was barely detectable in survivors, while high and significant levels were found in all patients who died.",1,raw,il10(t) < c(low) and il10(t) > c(high),,0.616267,,
"Finally, IL-10 was barely detectable in survivors, while high and significant levels were found in all patients who died.",1,raw,il10(t) > c(high),,0.599667,,
"Finally, IL-10 was barely detectable in survivors, while high and significant levels were found in all patients who died.",1,raw,il10(t)=c(low) implies il10(t)=c(high),,0.636953,,
"Finally, IL-10 was barely detectable in survivors, while high and significant levels were found in all patients who died.",1,raw,il10(t) < c(low) and il10(t) > c(high),,0.616267,,
"Finally, IL-10 was barely detectable in survivors, while high and significant levels were found in all patients who died.",1,raw,il10(t) < c(low) and il10(t) > c(high),,0.616267,,
"Finally, IL-10 was barely detectable in survivors, while high and significant levels were found in all patients who died.",1,raw,il10(t)=c(low) implies il10(t)=c(high),,0.636953,,
"Finally, IL-10 was barely detectable in survivors, while high and significant levels were found in all patients who died.",1,raw,il10(t) < c(low) and il10(t) > c(high),,0.616267,,
"Finally, IL-10 was barely detectable in survivors, while high and significant levels were found in all patients who died.",1,raw,il10(t) < c(low) implies il10(t) > c(high),,0.602043,,
"Finally, IL-10 was barely detectable in survivors, while high and significant levels were found in all patients who died.",1,raw,il10(t) > c(high),,0.599667,,
"Finally, IL-10 was barely detectable in survivors, while high and significant levels were found in all patients who died.",1,raw,il10(t) < c(low) and il10(t) > c(high),,0.616267,,
"Finally, IL-10 was barely detectable in survivors, while high and significant levels were found in all patients who died.",1,raw,il10(t) > c(high),,0.599667,,
"Finally, IL-10 was barely detectable in survivors, while high and significant levels were found in all patients who died.",1,raw,il10(t) > c(high),,0.599667,,
"Finally, IL-10 was barely detectable in survivors, while high and significant levels were found in all patients who died.",1,raw,il10(t) < c(low) implies il10(t) = c(high),,0.632622,,
"Finally, IL-10 was barely detectable in survivors, while high and significant levels were found in all patients who died.",1,raw,il10(t) > c(high),,0.599667,,
"Finally, IL-10 was barely detectable in survivors, while high and significant levels were found in all patients who died.",1,raw,il10(t) > c(high),,0.599667,,
"Finally, IL-10 was barely detectable in survivors, while high and significant levels were found in all patients who died.",1,raw,il10(t) < c(low) and il10(t) > c(high),,0.616267,,
"Finally, IL-10 was barely detectable in survivors, while high and significant levels were found in all patients who died.",1,raw,il10(t) < c(low) and il10(t) > c(high),,0.616267,,
"Finally, IL-10 was barely detectable in survivors, while high and significant levels were found in all patients who died.",1,raw,il10(t) < c(low) implies il10(t) > c(high),,0.602043,,
"Finally, IL-10 was barely detectable in survivors, while high and significant levels were found in all patients who died.",1,raw,il10(t) < c(low) and il10(t) > c(high),,0.616267,,
"Finally, IL-10 was barely detectable in survivors, while high and significant levels were found in all patients who died.",1,raw,il10(t) = c(low) and il10(t) = c(high),,0.639382,,
"Finally, IL-10 was barely detectable in survivors, while high and significant levels were found in all patients who died.",1,raw,il10(t) < c(low) implies il10(t) > c(high),,0.602043,,
"Finally, IL-10 was barely detectable in survivors, while high and significant levels were found in all patients who died.",1,raw,il10(t) < c(low) and il10(t) > c(high),,0.616267,,
"Finally, IL-10 was barely detectable in survivors, while high and significant levels were found in all patients who died.",1,raw,il10(t) < c(low) and il10(t) > c(high),,0.616267,,
"Finally, IL-10 was barely detectable in survivors, while high and significant levels were found in all patients who died.",1,raw,il10(t) < c(low) implies il10(t) > c(high),,0.602043,,
"Finally, IL-10 was barely detectable in survivors, while high and significant levels were found in all patients who died.",1,filtered,il10(t) < c(low) and il10(t) > c(high),1,0.616267,,
"Finally, IL-10 was barely detectable in survivors, while high and significant levels were found in all patients who died.",1,filtered,il10(t)=c(low) implies il10(t)=c(high),0,0.636953,,
"Finally, IL-10 was barely detectable in survivors, while high and significant levels were found in all patients who died.",1,filtered,il10(t) < c(low) and il10(t) > c(high),1,0.616267,,
"Finally, IL-10 was barely detectable in survivors, while high and significant levels were found in all patients who died.",1,filtered,il10(t) < c(low) and il10(t) > c(high),1,0.616267,,
"Finally, IL-10 was barely detectable in survivors, while high and significant levels were found in all patients who died.",1,filtered,il10(t)=c(low) implies il10(t)=c(high),0,0.636953,,
"Finally, IL-10 was barely detectable in survivors, while high and significant levels were found in all patients who died.",1,filtered,il10(t) < c(low) and il10(t) > c(high),1,0.616267,,
"Finally, IL-10 was barely detectable in survivors, while high and significant levels were found in all patients who died.",1,filtered,il10(t) < c(low) and il10(t) > c(high),1,0.616267,,
"Finally, IL-10 was barely detectable in survivors, while high and significant levels were found in all patients who died.",1,filtered,il10(t) < c(low) implies il10(t) = c(high),0,0.632622,,
"Finally, IL-10 was barely detectable in survivors, while high and significant levels were found in all patients who died.",1,filtered,il10(t) < c(low) and il10(t) > c(high),1,0.616267,,
"Finally, IL-10 was barely detectable in survivors, while high and significant levels were found in all patients who died.",1,filtered,il10(t) < c(low) and il10(t) > c(high),1,0.616267,,
"Finally, IL-10 was barely detectable in survivors, while high and significant levels were found in all patients who died.",1,filtered,il10(t) < c(low) and il10(t) > c(high),1,0.616267,,
"Finally, IL-10 was barely detectable in survivors, while high and significant levels were found in all patients who died.",1,filtered,il10(t) = c(low) and il10(t) = c(high),1,0.639382,,
"Finally, IL-10 was barely detectable in survivors, while high and significant levels were found in all patients who died.",1,filtered,il10(t) < c(low) and il10(t) > c(high),1,0.616267,,
"Finally, IL-10 was barely detectable in survivors, while high and significant levels were found in all patients who died.",1,filtered,il10(t) < c(low) and il10(t) > c(high),1,0.616267,,
"Finally, IL-10 was barely detectable in survivors, while high and significant levels were found in all patients who died.",1,consolidated,il10(t)=c(low) implies il10(t)=c(high),0,0.636953,,
"Finally, IL-10 was barely detectable in survivors, while high and significant levels were found in all patients who died.",1,consolidated,il10(t) < c(low) implies il10(t) = c(high),0,0.632622,,
"In fatalities, neopterin plasma concentrations increased markedly during the 5 days before death, and were significantly higher than those measured in survivors.",1,raw,"eventually[0,5](d_neopterin(t) > d_c(high)) and neopterin(t) > c(high)",,0.667194,,
"In fatalities, neopterin plasma concentrations increased markedly during the 5 days before death, and were significantly higher than those measured in survivors.",1,raw,"eventually[0,5]globally(d_neopterin(t) > d_c(high) and neopterin(t) > c(high))",,0.654896,,
"In fatalities, neopterin plasma concentrations increased markedly during the 5 days before death, and were significantly higher than those measured in survivors.",1,raw,"eventually[0,5](d_neopterin(t) > d_c(high) and neopterin(t) > c(high))",,0.673438,,
"In fatalities, neopterin plasma concentrations increased markedly during the 5 days before death, and were significantly higher than those measured in survivors.",1,raw,"eventually[0,5]globally(d_neopterin(t) > d_c(high) and neopterin(t) > c(high))",,0.654896,,
"In fatalities, neopterin plasma concentrations increased markedly during the 5 days before death, and were significantly higher than those measured in survivors.",1,raw,"globally[0,inf](d_neopterin(t) > d_c(high) and neopterin(t) > c(high))",,0.635166,,
"In fatalities, neopterin plasma concentrations increased markedly during the 5 days before death, and were significantly higher than those measured in survivors.",1,filtered,"eventually[0,5](d_neopterin(t) > d_c(high) and neopterin(t) > c(high))",1,0.673438,,
"In fatalities, neopterin plasma concentrations increased markedly during the 5 days before death, and were significantly higher than those measured in survivors.",1,consolidated,"eventually[0,5](d_neopterin(t) > d_c(high) and neopterin(t) > c(high))",1,0.673438,,
"High levels of IL-6 and, particularly, detection of IL-1b in the plasma of patients during the symptomatic phase could represent markers of non-fatal Ebola virus infection.",0,raw,il6(t) > c(high) and il1β(t) > c(low),,0.589135,,
"High levels of IL-6 and, particularly, detection of IL-1b in the plasma of patients during the symptomatic phase could represent markers of non-fatal Ebola virus infection.",0,raw,il6(t) > c(high) and il1β(t) > c(low),,0.589135,,
"High levels of IL-6 and, particularly, detection of IL-1b in the plasma of patients during the symptomatic phase could represent markers of non-fatal Ebola virus infection.",0,raw,"eventually[0,14](il6(t) > c(high) and il1β(t) > c(low))",,0.526904,,
"High levels of IL-6 and, particularly, detection of IL-1b in the plasma of patients during the symptomatic phase could represent markers of non-fatal Ebola virus infection.",0,raw,"eventually[0,inf](il6(t) > c(high) and il1β(t) > c(low))",,0.540974,,
"High levels of IL-6 and, particularly, detection of IL-1b in the plasma of patients during the symptomatic phase could represent markers of non-fatal Ebola virus infection.",0,raw,"eventually[0,inf](il6(t) > c(high) and il1β(t) > c(low))",,0.540974,,
"High levels of IL-6 and, particularly, detection of IL-1b in the plasma of patients during the symptomatic phase could represent markers of non-fatal Ebola virus infection.",0,raw,il6(t) > c(high) and il1β(t) > c(low) implies virus(t) < c(high),,0.632112,,
"High levels of IL-6 and, particularly, detection of IL-1b in the plasma of patients during the symptomatic phase could represent markers of non-fatal Ebola virus infection.",0,filtered,il6(t) > c(high) and il1β(t) > c(low),1,0.589135,,
"High levels of IL-6 and, particularly, detection of IL-1b in the plasma of patients during the symptomatic phase could represent markers of non-fatal Ebola virus infection.",0,filtered,il6(t) > c(high) and il1β(t) > c(low),1,0.589135,,
